StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,prolific_id,birth_year,gender,race,hispanic,attention_check_1,politics,education,care_1,fairness_1,loyalty_1,authority_1,purity_1,efficiency_1,null_1,care_2,fairness_2,loyalty_2,authority_2,purity_2,efficiency_2,care_3,fairness_3,loyalty_3,authority_3,purity_3,efficiency_3,care_4,fairness_4,loyalty_4,authority_4,purity_4,efficiency_4,null_2,care_5,fairness_5,loyalty_5,authority_5,purity_5,efficiency_5,care_6,fairness_6,loyalty_6,authority_6,purity_6,efficiency_6,rides_diversity,SAT_diversity,health_shareholders,profit_local,election_corporate
2023-07-17 15:09:27,2023-07-17 15:16:32,IP Address,169.231.223.20,100,424,True,2023-07-17 15:16:32,R_3R1xCGORVz2bF3R,,,,,34.4265,-119.8631,anonymous,EN,,2006,Male,Asian and Pacific Island,No,Option 3,Independent,Some high school or less,2,4,0,0,1,0,0,4,3,0,2,3,0,3,3,0,1,0,2,2,5,1,4,0,3,5,1,4,1,4,1,2,0,0,0,1,0,1,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $80 million, Care: 15,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 15:15:40,2023-07-17 15:21:08,IP Address,108.31.206.4,100,328,True,2023-07-17 15:21:09,R_DMkBlq2jlohSEjD,,,,,38.9637,-77.6099,anonymous,EN,,1983,Female,White or Caucasian,No,Option 3,Independent,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,3,1,4,3,4,2,4,4,4,2,4,4,5,5,4,4,5,2,3,4,2,5,1,1,5,2,1,2,3,2,2,4,2,3,3,3,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 14:58:20,2023-07-17 15:22:09,IP Address,71.236.194.215,100,1429,True,2023-07-17 15:22:10,R_3g5bg1LsvL47b8H,,,,,45.4805,-122.6363,anonymous,EN,,1977,Male,White or Caucasian,No,Option 3,Democrat,Bachelor's degree,2,3,1,1,1,2,0,3,3,2,0,0,1,3,3,2,2,0,1,4,3,2,2,2,2,5,4,3,2,0,1,2,5,3,3,1,0,1,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 15:06:08,2023-07-17 15:23:19,IP Address,169.233.137.89,100,1031,True,2023-07-17 15:23:19,R_2Wx0v50LmY3YU5E,,,,,37.342,-121.9049,anonymous,EN,,2006,Male,Asian and Pacific Island,No,Option 3,Other,Some high school or less,5,5,3,5,5,3,3,3,5,5,3,5,3,5,5,5,5,3,3,5,5,3,5,3,2,3,3,5,3,1,2,2,1,1,3,2,5,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 15:20:49,2023-07-17 15:27:02,IP Address,169.233.200.205,100,372,True,2023-07-17 15:27:02,R_3lLF9ZH8eVwUTIQ,,,,,37.0313,-122.1198,anonymous,EN,,1992,Male,Asian and Pacific Island,No,Option 3,Other,Some high school or less,1,2,1,4,5,4,1,5,5,5,0,3,2,5,1,1,4,2,2,3,3,2,4,3,3,3,5,3,3,4,3,2,1,2,3,4,3,2,"730 people avoid jail (30% Black, 70% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $80 million, Care: 15,000","Quarterly Profit: $40,000, Money Paid to Local Producers: $1,250,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 15:11:54,2023-07-17 15:27:13,IP Address,171.66.12.16,100,918,True,2023-07-17 15:27:13,R_3EiePmvF6V27a1q,,,,,37.423,-122.1639,anonymous,EN,,2007,Female,Asian and Pacific Island,No,Option 3,Democrat,Some high school or less,2,2,0,4,2,1,0,5,5,3,3,0,1,5,4,1,4,0,0,5,5,0,4,3,1,5,3,5,1,1,2,1,2,3,4,2,5,0,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $40,000, Money Paid to Local Producers: $1,250,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 15:10:03,2023-07-17 15:27:51,IP Address,47.154.22.98,100,1068,True,2023-07-17 15:27:52,R_1iqyw9lyYqzCkZM,,,,,34.0385,-118.5051,anonymous,EN,,1967,Female,White or Caucasian,No,Option 3,Democrat,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,3,2,3,4,2,1,3,4,4,4,4,1,4,4,2,4,1,2,2,1,4,3,3,2,5,3,3,4,3,3,3,4,0,2,3,3,4,"730 people avoid jail (30% Black, 70% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $80 million, Care: 15,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 70%, Corporate control: 80%"
2023-07-17 15:27:12,2023-07-17 15:29:03,IP Address,169.233.200.205,100,111,True,2023-07-17 15:29:03,R_2VI0ziyymxHITsS,,,,,37.0313,-122.1198,anonymous,EN,,1995,Prefer not to say,A race/ethnicity not listed here,No,Option 3,Democrat,"Some college, but no degree",2,4,4,1,1,4,4,4,4,3,4,4,1,4,3,4,1,1,1,5,4,1,4,3,4,5,5,3,3,4,2,3,4,1,4,1,3,2,"730 people avoid jail (30% Black, 70% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $80 million, Care: 15,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 70%, Corporate control: 80%"
2023-07-17 15:00:46,2023-07-17 15:29:51,IP Address,24.5.176.232,100,1744,True,2023-07-17 15:29:52,R_3iUTQBCoohtpRtq,,,,,37.5428,-122.2971,anonymous,EN,,1973,Male,Asian and Pacific Island,No,Option 3,Other,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4,4,3,3,4,5,4,5,4,3,4,4,5,5,4,3,4,1,3,3,4,4,1,4,4,5,3,3,3,2,3,3,4,0,4,4,3,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 15:23:32,2023-07-17 15:34:49,IP Address,174.198.1.83,100,677,True,2023-07-17 15:34:50,R_1PZ4Ne8So9vwaAA,,,,,39.934,-75.16,anonymous,EN,,2007,Female,Asian and Pacific Island,No,Option 3,Democrat,Some high school or less,5,4,2,2,2,2,0,4,4,3,0,1,1,4,5,2,4,0,1,4,3,1,2,3,2,5,3,4,3,0,1,2,3,1,1,3,1,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 15:28:00,2023-07-17 15:35:23,IP Address,128.91.19.2,100,442,True,2023-07-17 15:35:23,R_DIBdGOzEHeoZuil,,,,,39.9597,-75.1995,anonymous,EN,,2005,Female,White or Caucasian,No,Option 3,Other,Some high school or less,3,3,1,3,4,2,0,4,5,3,2,5,2,4,5,2,2,0,1,3,1,2,3,5,2,4,3,2,2,1,0,3,2,1,1,1,1,2,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 14:50:50,2023-07-17 15:39:47,IP Address,169.233.174.216,100,2937,True,2023-07-17 15:39:48,R_2uqadONFEGvj7Lh,,,,,36.9921,-122.0577,anonymous,EN,,2007,Female,Asian and Pacific Island,No,Option 3,Democrat,Some high school or less,4,4,2,3,4,2,1,3,4,3,3,4,3,4,4,2,3,1,3,3,4,2,3,4,3,4,3,3,2,2,3,2,4,2,3,3,1,2,"730 people avoid jail (30% Black, 70% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 15:28:26,2023-07-17 15:45:16,IP Address,98.234.249.11,100,1009,True,2023-07-17 15:45:16,R_2vfflWpWLg34Jv8,,,,,37.3417,-121.9753,anonymous,EN,,2007,Female,White or Caucasian,No,Option 3,Independent,Some high school or less,4,2,2,2,1,4,2,3,3,2,1,1,3,3,4,4,2,0,2,2,1,2,3,1,2,4,2,3,2,0,0,3,1,4,1,2,0,0,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 15:38:35,2023-07-17 15:45:39,IP Address,169.231.17.215,100,424,True,2023-07-17 15:45:40,R_5bD5eHLbDF1GYff,,,,,34.4265,-119.8631,anonymous,EN,,2006,Female,Asian and Pacific Island,No,Option 3,Democrat,Some high school or less,4,4,2,3,5,2,2,4,5,4,2,3,2,5,5,5,4,1,1,4,5,1,2,4,2,3,3,4,1,1,3,2,2,3,3,4,1,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 15:19:04,2023-07-17 15:47:07,IP Address,24.5.176.232,100,1683,True,2023-07-17 15:47:08,R_2QlyiKn4Filp1JE,,,,,37.5428,-122.2971,anonymous,EN,,1946,Female,Asian and Pacific Island,No,Option 3,Independent,Bachelor's degree,4,5,5,3,4,5,5,4,4,4,4,5,5,5,4,5,4,3,4,5,5,4,2,4,4,4,0,3,4,5,4,5,3,3,4,0,5,0,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 15:34:34,2023-07-17 15:52:56,IP Address,66.90.237.82,100,1102,True,2023-07-17 15:52:57,R_238AkkqE6jJDLXD,,,,,29.3959,-98.4761,anonymous,EN,,2007,Female,Hispanic or Latino,Yes,Option 3,Democrat,Some high school or less,4,4,3,2,2,4,1,2,3,2,1,3,3,3,4,3,3,0,4,4,3,3,3,2,3,5,4,4,1,1,2,2,3,2,2,2,0,1,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $40,000, Money Paid to Local Producers: $1,250,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 15:42:31,2023-07-17 16:03:33,IP Address,50.207.114.250,100,1261,True,2023-07-17 16:03:33,R_3MSZ9aG16OraGxT,,,,,37.6538,-122.4257,anonymous,EN,,2009,Male,White or Caucasian,No,Option 3,Democrat,Some high school or less,4,5,2,4,3,3,1,3,3,4,2,1,3,5,5,4,3,0,3,4,4,0,5,3,2,5,1,4,5,1,2,1,5,3,4,4,0,1,"520 people avoid jail (90% Black, 10% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 15:57:18,2023-07-17 16:03:39,IP Address,169.231.103.189,100,380,True,2023-07-17 16:03:39,R_ZvN2k9boLiW2g4V,,,,,34.4265,-119.8631,anonymous,EN,,2005,Male,Asian and Pacific Island,No,Option 3,Independent,Some high school or less,2,3,3,3,4,3,0,3,4,4,2,0,2,4,5,2,4,3,3,1,3,3,2,1,2,4,5,3,0,2,1,2,0,0,2,2,0,0,"730 people avoid jail (30% Black, 70% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 16:02:43,2023-07-17 16:10:52,IP Address,174.249.144.153,100,488,True,2023-07-17 16:10:52,R_1CvDSwcBCmY8n8i,,,,,37.6787,-122.127,anonymous,EN,,1987,Male,Asian and Pacific Island,No,Option 3,Independent,Bachelor's degree,4,4,3,3,4,4,3,5,5,2,2,2,3,5,5,3,5,5,0,5,4,4,3,0,3,5,4,4,0,5,5,0,5,3,3,3,3,4,"520 people avoid jail (90% Black, 10% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $40,000, Money Paid to Local Producers: $1,250,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 16:02:01,2023-07-17 16:16:52,IP Address,172.56.55.56,100,890,True,2023-07-17 16:16:53,R_1duGsPj7y9dfpAB,,,,,29.7646,-95.3657,anonymous,EN,,1967,Female,A race/ethnicity not listed here,No,Option 3,Democrat,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,4,3,4,3,5,2,5,5,5,3,4,4,5,5,3,4,3,3,4,4,4,3,4,3,4,5,4,3,4,3,2,1,4,3,4,0,1,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 16:13:24,2023-07-17 16:23:12,IP Address,135.180.224.37,100,587,True,2023-07-17 16:23:12,R_27dOGq4gJNObfOV,,,,,37.4245,-122.296,anonymous,EN,,2009,Male,White or Caucasian,No,Option 3,Democrat,Some high school or less,5,4,2,3,5,3,1,4,4,5,2,2,5,5,5,5,4,0,3,4,4,3,5,3,3,4,5,4,4,2,3,2,2,4,3,3,0,3,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 16:45:28,2023-07-17 16:54:08,IP Address,24.6.53.202,100,520,True,2023-07-17 16:54:08,R_UbgxeXYUVfKIqKl,,,,,37.4828,-122.2144,anonymous,EN,,2008,Male,White or Caucasian,No,Option 3,Democrat,Some high school or less,5,5,3,4,4,3,2,5,3,5,2,2,3,5,5,5,4,5,4,5,5,1,4,0,5,5,5,4,2,3,4,3,0,0,3,5,3,0,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 14:32:13,2023-07-17 17:09:59,IP Address,98.201.191.137,100,9466,True,2023-07-17 17:10:00,R_2PBhr4h8bVQ8zaI,,,,,29.7646,-95.3657,anonymous,EN,,1979,Female,White or Caucasian,No,Option 3,Independent,Bachelor's degree,3,3,1,2,4,2,0,4,3,2,3,2,1,5,4,2,4,4,0,4,3,2,2,1,2,5,4,3,2,3,2,3,4,2,1,2,3,0,"730 people avoid jail (30% Black, 70% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 17:15:35,2023-07-17 17:26:52,IP Address,74.81.231.115,100,677,True,2023-07-17 17:26:52,R_D8YuDaS6I12zNwl,,,,,40.5068,-111.4801,anonymous,EN,,1979,Male,White or Caucasian,No,Option 3,Democrat,Bachelor's degree,2,2,0,0,0,0,0,4,3,0,2,0,0,5,4,0,2,0,0,4,4,1,0,0,0,3,3,3,0,0,0,0,2,3,0,2,0,0,"730 people avoid jail (30% Black, 70% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 17:24:51,2023-07-17 17:32:51,IP Address,76.186.195.117,100,479,True,2023-07-17 17:32:51,R_1QEquEtGkp8EZ2z,,,,,29.4227,-98.4927,anonymous,EN,,2007,Male,Multiracial or Biracial,Yes,Option 3,Independent,Some high school or less,5,4,2,1,0,2,1,4,4,3,1,3,2,4,4,4,2,0,3,4,3,0,1,3,3,3,5,4,0,1,1,1,4,3,1,2,0,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 17:28:20,2023-07-17 17:40:12,IP Address,172.56.121.38,100,711,True,2023-07-17 17:40:13,R_tQBiOxdb86UZBYd,,,,,34.0544,-118.2441,anonymous,EN,No,2007,Male,Asian and Pacific Island,No,Option 3,Independent,High school diploma or GED,4,4,4,5,3,2,1,4,3,4,4,2,1,3,2,3,2,1,1,4,4,3,4,3,3,4,5,3,4,4,2,3,4,3,2,4,3,4,"620 people avoid jail (70% Black, 30% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Shareholder Payout: $100 million, Number of People Who Receive Affordable Care: 5,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 17:41:40,2023-07-17 17:51:51,IP Address,166.205.97.34,100,611,True,2023-07-17 17:51:51,R_Q6Zx0MQzeHdAqIx,,,,,29.7212,-95.3626,anonymous,EN,,2007,Female,Asian and Pacific Island,No,Option 3,Independent,Some high school or less,1,4,1,3,5,0,0,4,5,5,2,4,0,3,5,2,3,0,0,3,5,1,3,1,1,5,5,4,3,4,0,2,4,0,4,4,3,2,"520 people avoid jail (90% Black, 10% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 18:07:55,2023-07-17 18:14:33,IP Address,35.0.49.145,100,397,True,2023-07-17 18:14:33,R_2Po2gB70n4N8pys,,,,,42.2314,-83.6344,anonymous,EN,,2006,Female,A race/ethnicity not listed here,No,Option 3,Democrat,Some high school or less,4,4,1,1,3,3,0,5,5,5,1,2,2,5,5,3,4,3,0,5,1,0,2,1,2,5,5,1,1,0,1,1,5,3,3,3,0,0,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 18:12:45,2023-07-17 18:24:56,IP Address,107.123.49.89,100,731,True,2023-07-17 18:24:57,R_1P6v6do8d0073lu,,,,,40.7263,-73.9818,anonymous,EN,,1970,Male,Asian and Pacific Island,No,Option 3,Republican,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4,3,3,3,5,2,0,5,3,5,1,5,1,5,5,2,3,0,0,4,4,3,3,3,3,5,5,3,1,1,0,1,5,1,1,1,2,1,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 18:26:32,2023-07-17 18:34:37,IP Address,107.127.56.98,100,485,True,2023-07-17 18:34:37,R_3O2BSstRC1O8Zqe,,,,,34.0544,-118.244,anonymous,EN,,2002,Male,Asian and Pacific Island,No,Option 3,Other,Bachelor's degree,3,4,0,3,1,5,4,4,4,3,1,1,5,4,5,2,3,0,3,3,2,0,3,0,3,5,2,4,3,3,2,2,4,0,2,0,0,0,"710 people avoid jail (50% Black, 50% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 16:49:16,2023-07-17 18:49:17,IP Address,47.222.36.197,100,7200,True,2023-07-17 18:49:18,R_3CQ5ErglrBMJJAn,,,,,33.2339,-96.7981,anonymous,EN,,1963,Male,Asian and Pacific Island,No,Option 3,Democrat,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,4,3,1,4,2,0,3,2,2,3,1,1,2,4,2,2,1,1,4,4,3,4,3,2,4,4,2,3,3,2,2,2,3,2,3,2,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 18:45:43,2023-07-17 19:04:27,IP Address,172.59.186.57,100,1123,True,2023-07-17 19:04:27,R_2wiyolXP6vvHM8G,,,,,41.8095,-87.6522,anonymous,EN,,2007,Female,Asian and Pacific Island,No,Option 3,Democrat,Some high school or less,5,4,1,3,3,3,0,4,4,4,2,4,4,5,5,3,4,0,4,4,5,1,3,2,2,5,2,4,1,4,0,2,0,4,1,2,3,1,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 18:29:25,2023-07-17 19:14:41,IP Address,24.24.179.115,100,2715,True,2023-07-17 19:14:41,R_2YLoYzFo4kn2SgI,,,,,34.1569,-118.488,anonymous,EN,,2005,Female,Asian and Pacific Island,No,Option 3,Democrat,Some high school or less,5,5,0,2,3,3,0,5,4,4,0,2,2,5,5,5,4,0,0,5,5,0,2,3,1,5,5,3,2,1,2,0,2,1,2,4,0,1,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 70%, Corporate control: 80%"
2023-07-17 15:13:01,2023-07-17 19:14:42,IP Address,75.1.55.148,100,14500,True,2023-07-17 19:14:42,R_1gSFtqlJ9qban1o,,,,,29.4227,-98.4927,anonymous,EN,,2006,Female,Hispanic or Latino,Yes,Option 3,Democrat,Some high school or less,4,5,3,2,3,3,0,3,3,4,0,3,3,3,5,4,3,0,3,4,5,2,3,4,4,4,4,4,3,1,3,2,4,3,2,3,0,3,"730 people avoid jail (30% Black, 70% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 19:15:38,2023-07-17 19:26:40,IP Address,135.180.224.37,100,662,True,2023-07-17 19:26:40,R_1l3lB3XcAKhXKAd,,,,,37.4245,-122.296,anonymous,EN,,2009,Female,White or Caucasian,No,Option 3,Democrat,Some high school or less,4,4,1,3,3,1,0,5,4,3,0,3,1,4,5,3,2,0,2,4,4,3,4,3,1,4,5,4,4,2,2,2,5,4,2,3,0,3,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 19:09:07,2023-07-17 19:29:55,IP Address,185.245.255.139,100,1247,True,2023-07-17 19:29:56,R_2Bgjo1LWGzKPo9E,,,,,50.8534,4.347,anonymous,EN,,2007,Male,Multiracial or Biracial,Yes,Option 3,Independent,Some high school or less,4,4,0,2,2,1,0,4,1,4,1,0,0,2,4,5,4,0,1,4,5,1,3,3,2,4,5,4,1,1,1,1,4,3,0,4,2,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 19:54:34,2023-07-17 20:29:35,IP Address,76.50.80.244,100,2100,True,2023-07-17 20:29:35,R_1n15ksUQTQBXjpB,,,,,34.1413,-118.6599,anonymous,EN,,2005,Male,White or Caucasian,No,Option 3,Independent,Some high school or less,3,2,4,4,0,4,2,4,4,5,3,1,3,5,3,3,4,0,0,3,4,3,3,0,2,5,5,4,2,5,0,1,1,0,3,2,0,1,"730 people avoid jail (30% Black, 70% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $80 million, Care: 15,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 20:32:04,2023-07-17 20:47:25,IP Address,107.5.2.90,100,921,True,2023-07-17 20:47:26,R_24oaB2FhtQx4VCx,,,,,42.9585,-85.4783,anonymous,EN,,1986,Male,White or Caucasian,No,Option 3,Republican,Bachelor's degree,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,4,4,0,4,2,3,0,4,3,2,3,2,2,0,3,2,3,1,0,1,0,3,1,"710 people avoid jail (50% Black, 50% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Shareholder Payout: $100 million, Number of People Who Receive Affordable Care: 5,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 80%, Corporate control: 100%"
2023-07-17 18:50:43,2023-07-17 20:47:36,IP Address,47.154.22.98,100,7012,True,2023-07-17 20:47:36,R_1Q9M4P0EXtyDIOO,,,,,34.0385,-118.5051,anonymous,EN,,1966,Male,White or Caucasian,No,Option 3,Democrat,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",5,4,0,3,3,3,0,4,5,3,2,3,2,5,4,2,4,0,1,3,4,3,3,2,3,5,2,3,1,2,0,0,2,2,1,2,2,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 20:24:20,2023-07-17 20:56:10,IP Address,70.130.124.98,100,1910,True,2023-07-17 20:56:11,R_3iqXGLqspSFaPOZ,,,,,29.4227,-98.4927,anonymous,EN,,1985,Male,Hispanic or Latino,Yes,Option 3,Republican,"Some college, but no degree",3,4,3,4,4,3,1,4,4,4,3,4,4,4,5,4,5,4,3,4,5,3,5,4,4,4,5,3,0,3,3,3,3,0,3,4,4,2,"730 people avoid jail (30% Black, 70% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 40%, Corporate control: 0%"
